Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2021 USD M),SDG 7a1 Intl. Public Flows (2021 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2008,473.041,413.68,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2009,535.228,320.19,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2010,726.898,402.0,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2011,941.441,496.11,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2012,1349.772,538.875,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2013,1561.035,581.64,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2014,2068.427,733.27,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2015,1849.053,781.24,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2016,1860.14,838.79,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2017,1917.583,844.32,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2018,2774.848,889.635,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2019,4636.848,859.705,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2020,5705.464,956.945,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2021,5574.016,956.945,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2022,6569.761,961.145,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2023,,1013.145,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2000,2656.962,346.9,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2001,2788.126,415.4,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2002,3312.835,483.93,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2003,3954.462,613.43,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2004,4958.961,749.53,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2005,5968.63,868.53,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2006,7118.404,1112.0,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2007,8925.604,1325.63,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2008,9787.141,1752.03,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2009,10657.232,2137.5,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2010,16133.232,2673.0,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2011,16504.581,3095.13,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2012,22369.65,3291.68,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2013,26801.961,3488.23,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2014,30877.07,4165.55,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2015,26675.154,4550.55,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2016,16037.99,7907.34,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2017,14416.637,8413.8,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2018,15505.43,9075.5,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2019,15665.055,9186.5,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2020,13995.355,9373.87,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2021,15110.6,9403.56,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2022,16033.137,9433.56,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2023,,9433.56,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2000,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2001,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2002,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2003,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2004,,,,0.011671653,0.01,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2005,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2006,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2007,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2008,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2009,,,,128.9740106,128.97,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2010,,,,0.591734351,0.59,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2011,,,,0.008478328,0.01,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2012,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2013,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2014,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2015,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2016,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2017,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2018,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2019,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2020,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2021,,,,0.07036,0.07,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2022,,,,0.126170533,0.13,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2000,,,,2.01199585,2.01,22.37660199
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2001,,,,,,22.87621644
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2002,,,,10.08959431,10.09,22.52022249
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2003,,,,11.25125107,11.25,24.32263842
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2004,,,,344.6976205,344.7,25.18685034
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2005,,,,77.99716492,78.0,26.8099334
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2006,,,,160.3528409,160.35,28.18605409
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2007,,,,507.2902495,507.29,28.57533333
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2008,,,,319.1204865,319.12,28.74489227
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2009,,,,,,28.42008144
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2010,,,,201.1207776,201.12,28.9091216
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2011,,,,856.7499846,856.75,29.92423177
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2012,,,,354.2926309,354.29,30.0081645
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2013,,,,1.053341886,1.05,30.50691725
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2014,,,,,,31.07354789
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2015,,,,,,31.99028688
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2016,,,,101.4186203,101.42,32.00004641
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2017,,,,26.23451738,26.23,33.03447623
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2018,,,,320.5040567,320.5,33.10192006
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2019,,,,45.54442054,45.54,32.89232568
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2020,,,,245.7811739,245.78,32.92602396
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2021,,,,1.300458,1.3,33.2353266
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2022,,,,92.10754423,92.11,33.31977764
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2000,146.27,49.476,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2001,149.838,53.071,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2002,142.686,53.652,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2003,124.521,54.982,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2004,144.237,57.523,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2005,156.609,59.503,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2006,179.488,60.784,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2007,206.373,65.83,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2008,207.316,66.892,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2009,202.971,70.633,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2010,204.526,74.15,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2011,230.918,78.568,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2012,245.081,79.237,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2013,234.29,82.169,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2014,258.569,83.377,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2015,241.881,84.079,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2016,231.433,84.675,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2017,224.596,84.675,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2018,230.932,84.675,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2019,251.845,84.675,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020,274.685,84.675,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021,265.276,84.675,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022,269.484,84.675,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2023,,84.675,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2000,73339.101,23661.525,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2001,73143.918,24629.701,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2002,70163.791,24680.602,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2003,65791.129,27123.502,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2004,75913.53,28561.403,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2005,86855.088,30896.284,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2006,104862.469,32983.807,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2007,114591.862,33930.01,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2008,117180.942,34620.57,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2009,108531.883,34705.32,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2010,106971.473,35790.9,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2011,119492.789,37554.78,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2012,127899.509,38165.785,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2013,120769.705,39305.982,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2014,135606.24,40537.376,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2015,130320.542,42234.891,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2016,124979.865,42751.99,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2017,126177.282,44650.513,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2018,131462.272,45231.954,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2019,144342.503,45409.097,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020,159451.154,45892.801,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021,156335.273,46695.869,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022,160303.524,47138.87,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2023,,47251.32,,,,
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2000,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2001,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2002,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2003,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2004,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2005,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2006,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2007,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2008,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2009,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2010,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2011,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2012,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2013,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2014,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2015,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2016,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2017,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2018,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2019,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2020,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2021,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2022,,,,,,0.0
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2000,,,,526.2621534,526.26,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2001,,,,11.41970708,11.42,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2002,,,,2.283100202,2.28,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2003,,,,0.071948146,0.07,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2004,,,,0.063138824,0.06,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2005,,,,173.6667464,173.67,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2006,,,,0.480842895,0.48,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2007,,,,1.098323173,1.1,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2008,,,,83.88378487,83.88,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2009,,,,53.6497244,53.65,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2010,,,,116.8754826,116.88,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2011,,,,929.3830491,929.38,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2012,,,,297.773144,297.77,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2013,,,,175.4444836,175.44,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2014,,,,419.0908686,419.09,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2015,,,,672.6984793,672.7,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2016,,,,636.1993512,636.2,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2017,,,,421.7543463,421.75,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2018,,,,571.1961416,571.2,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2019,,,,394.8706276,394.87,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2020,,,,337.7202524,337.72,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2021,,,,346.061827,346.06,
Asia,Southern Asia,India,IND,356,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2022,,,,170.079785,170.08,
Asia,Southern Asia,India,IND,356,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2000,,,,,0.01,0.001022995
