Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),"Off-grid Biogas for Cooking (1,000 inhabitants)","Off-grid Biogas Production (1,000 m3)","Off-grid Electricity Access (1,000 inhabitants)",Public Flows (2021 USD M),SDG 7a1 Intl. Public Flows (2021 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004326797
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004260835
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004198111
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004132966
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004066639
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004003326
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003943658
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00389559
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003857863
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003820087
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2000,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2001,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2002,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2003,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2004,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2005,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2006,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2007,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2008,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2009,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2010,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2011,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2012,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2013,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2014,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2015,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2016,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2017,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2018,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2019,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2020,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2021,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2022,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2023,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2005,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2006,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2007,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2008,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2009,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2010,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2011,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2012,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2013,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2014,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2015,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2016,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2017,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2018,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2019,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2020,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2021,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2022,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2023,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.5576397
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.2937252
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.1748981
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.2306891
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0391836
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.8740579
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.5375025
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.1710722
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.1410295
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.4456489
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.8411406
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.7204747
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.2551674
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.8223596
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.9008878
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.2210781
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.3605637
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.4119016
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.7765315
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.1743223
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.4668748
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.5569429
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.6433248
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2000,16360.0,6781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2001,16563.0,6781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2002,15877.0,6781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2003,16274.0,6781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2004,16110.0,6855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2005,15309.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2006,15926.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2007,14339.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2008,11909.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2009,11802.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2010,13502.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2011,16694.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2012,13979.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2013,18116.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2014,18338.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2015,13324.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2016,15021.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2017,16037.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2018,15804.0,5913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2019,15602.0,5913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020,14764.0,5913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021,14761.0,5913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022,16297.0,5913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2023,0.0,6639.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048005773
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047063534
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04616615
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045414977
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044728652
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043996136
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043267975
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042608348
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041981112
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041329656
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040666385
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2007,0.001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2008,0.001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2009,0.001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2010,0.001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2011,0.001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
